iri,label,definition
http://lmss.sali.org/RdL4Le3CrY1AG7TJ9d0Gbi,Sokaogon Chippewa Community,
http://lmss.sali.org/RdLt8myHW8a9xutd93BnoT,Attractive Nuisance,"A legal concept that refers to a hazardous condition or object on a property that is likely to attract children and may cause them harm, for which the property owner may be held liable."
http://lmss.sali.org/RdN2HJ56AGgrCRp00p3LS1,151 Medicare (PACER NoS),"Action relating to Medicare payments, including actions for payments of benefits, to recover overpayments, and for judicial review of administrative decisions."
http://lmss.sali.org/RdN6a66644QYTrLMGgEar,Strict Liability,"Strict liability refers to a legal doctrine where a party is held responsible for their actions or the consequences of those actions, regardless of intent or negligence. This means that the person or entity is liable for damages even if they didn't intend to cause harm or weren't negligent in their actions."
http://lmss.sali.org/RdOK7keDYcH1kYilffkkjr,Status - Process Outcome,"Status Process Outcome reflects the result or disposition of a particular process or action — at a particular point in time — often indicating the decision or outcome of an application, request, or submission within a legal or regulatory context. This status conveys the relevant authority's determination, such as ""approved,"" ""denied,"" ""received,"" ""responded,"" or ""withdrawn."""
http://lmss.sali.org/RdSAc25dvhITVjwN0V8orK,International Terrorism,The use of violence and intimidation in pursuit of political aims that occurs across national borders.
http://lmss.sali.org/RdSSJBRBJ1nVgNP6HTSndE,Objection to Transfer of Claim,An objection made by a party in a legal proceeding to prevent the transfer of a claim from one party to another.
http://lmss.sali.org/RdSk3rFO3zI8gEGS4lfPWK,Lessons Learned,"Lessons Learned refers to the process of reflecting on past experiences and identifying what worked well and what did not, in order to improve future performance, within the context of project management objectives."
http://lmss.sali.org/RdTDOX2MTCzc7MG7wTrWKh,Fund Participation Agreement,"A Fund Participation Agreement is a contract where parties agree to share in the gains or losses of a specific fund or investment. Often used in insurance, it's a way for insurers to spread risk among multiple participants."
http://lmss.sali.org/RdTyVX5hd4QbOH84AjSq5H,Liquidity Covenant Clause,A Liquidity Covenant Clause is a provision in a contract that requires a party to maintain a certain level of liquidity or cash reserves to ensure their ability to meet financial obligations.
http://lmss.sali.org/RdU6CVvlmXVtTUGskFsTU1,Minutes,"Minutes are a written record of the proceedings or events that occurred, typically including the names of those present and decisions made."
http://lmss.sali.org/RdUxuZAxsz9YWM23qRAh8P,Oregon Circuit Court - Wheeler County,Oregon Circuit Court - Wheeler County refers to a specific court within the Oregon Circuit Court system that has jurisdiction over legal matters within Wheeler County.
http://lmss.sali.org/RdWbCF8pMl615me5Nzr3R1,Third-Party Complaint,A third-party complaint is a legal document filed by a defendant against a non-party who may be liable for some or all of the plaintiff's claims.
http://lmss.sali.org/RdYqv3omobIpnA3Jv4fyuy,New York Supreme Court - Cattaraugus County,"The New York Supreme Court - Cattaraugus County is a court of general jurisdiction located in Cattaraugus County, New York, with authority to hear and decide legal disputes within its geographic jurisdiction."
http://lmss.sali.org/RdZJlb5KMjwBivyzqy8oSW,Political Rights Law,"Political rights include natural justice (procedural fairness) in law, such as the rights of the accused, including the right to a fair trial; due process; the right to seek redress or a legal remedy; and rights of participation in civil society and politics such as freedom of association, the right to assemble, the right to petition, the right of self-defense, and the right to vote."
http://lmss.sali.org/Rda1ZRiT8b4PHJQncWMMaJ,Tortious Breach of Implied Covenant of Good Faith and Fair Dealing,"The Tortious Breach of Implied Covenant of Good Faith and Fair Dealing refers to a legal claim that arises when one party to a contract violates the implied duty of good faith and fair dealing, resulting in harm or damages to the other party."
http://lmss.sali.org/RdeqNhAsNWbConbs3LES52,Minimum Wage Violation Claim,"A minimum wage violation claim is a legal action initiated by an employee against their employer for not paying the required minimum wage for the work performed. The minimum wage is the lowest hourly rate that employers are legally required to pay to their employees, and the claim typically arises when an employer pays less than the applicable minimum wage rate set by federal, state, or local law, or fails to properly calculate the employee's regular rate of pay when determining minimum wage."
http://lmss.sali.org/RdfKnWpXsG2eBmnS3oJNTF,Transaction Events,Events occurring during the course of a transaction.
http://lmss.sali.org/RdrIXSkzQv7ebxNq74liU6,Tok Pisin,"A creole language based on English and Melanesian languages, spoken in Papua New Guinea and used in legal matters in that country."
http://lmss.sali.org/RdrQIf4uGsbKNRHs6LvkLa,Central Pomo,
http://lmss.sali.org/RduVoR6HiVgTpDc3dpluVj,Minnesota District Court - Becker County,Minnesota District Court - Becker County is a specific court within the Minnesota District Court system that has jurisdiction over legal matters within Becker County.
http://lmss.sali.org/RdupFlMNZsNWkwN75Q3QlX,Siuslaw,
http://lmss.sali.org/RdvlJSPykRRPTD61r36zyC,Washington Superior Court - Skamania County,Washington Superior Court - Skamania County refers to a specific court within the Washington Superior Court system that has jurisdiction over legal matters in Skamania County.
http://lmss.sali.org/RdwwvPnryLrDOhOkAYPCWr,Florida Circuit Court - Manatee County - 12th Circuit Court,"A court located in Manatee County, Florida that is part of the larger Florida Circuit Court system."
http://lmss.sali.org/RdxEgRnL667VicSJJV3xiZ,Citation to Non-Legal-Authority Document,"A citation to a document (e.g., opposing counsel's brief, appendix) that is not a legal authority (e.g., caselaw, statute, regulation)"
http://lmss.sali.org/RdyVcSegT9LYc5qrlxdLIn,Texas Court of Appeals - 14th,The Texas Court of Appeals - 14th is a specific intermediate appellate court in Texas that hears appeals from lower courts within its jurisdiction.
http://lmss.sali.org/RdzWa7UcCQDumRGcHcWml3,Subordination of Lease Clause,A subordination of lease clause is a provision in a lease agreement that places the tenant's rights and interests below those of a third-party lender or landlord in the event of default or foreclosure.
http://lmss.sali.org/Re0Iyk0DzDvoa5wS0ebOEV,865 RSI (405(g)) (PACER NoS),"Action filed with regard to social security benefits provided for Retirement, Survivor Insurance under 42 U.S.C. § 405"
http://lmss.sali.org/Re2pvkfT3LiMzaiNJyfsSp,Confederated Tribes and Bands of the Yakama Nation,
http://lmss.sali.org/Re30jas08RzOIncw9qKIqCA,L693 Review Planning & Training,Activities and actions related to the development and providing of initial and ongoing training prior to initial document review or periodically throughout the document review. Includes development of review protocol.
http://lmss.sali.org/Re4EWiDatOkUIFPp9AVNbr,Kansas District Court - Miami County,"Kansas District Court - Miami County: A specific court within the Kansas District Court system located in Miami County, responsible for administering legal proceedings within its jurisdiction."
http://lmss.sali.org/Re4VQq8idR2DQwjnJ08tdI,Golden Hill Paugussett,
http://lmss.sali.org/Re4qoqUkBAN7Qo367STqaG,Minnesota District Court - Todd County,Minnesota District Court - Todd County: A specific court within the Minnesota District Court system that has jurisdiction over legal matters within Todd County.
http://lmss.sali.org/Re6TE7XBmm2L7vx1sAY9Gs,Embezzlement,"The unlawful misappropriation by an offender to his/her own use or purpose of money, property, or some other thing of value entrusted to his/her care, custody, or control."
http://lmss.sali.org/Re6iIaFBYiUPt64JyRgsjd,Genetic Information,"Genetic information refers to data about an individual's genetic traits, which are inherited from their parents through DNA. This information can include details about an individual's genes, family medical history, and the presence or absence of specific genetic markers that may be associated with certain diseases or conditions. Genetic information is protected under various laws, such as the Genetic Information Nondiscrimination Act (GINA) in the United States, which prohibits discrimination in employment and health insurance based on genetic information."
http://lmss.sali.org/ReBUbTGb5GSVPnfWCJZzHg,Arizona Superior Court - Cochise Cty.,"Arizona Superior Court - Cochise Cty. is a specific court within the Arizona Superior Court system that has jurisdiction over legal matters in Cochise County, Arizona."
